23 0011_00 23 9 0.93824446
24 0011_00 24 9 0.8904648
20 0011_00 20 10 0.7692308
21 0011_00 21 10 0.79383427
22 0011_00 22 10 0.81466484
23 0011_00 23 10 0.94072163
24 0011_00 24 10 0.88574284
20 0011_00 20 11 0.79088366
21 0011_00 21 11 0.82197696
22 0011_00 22 11 0.8400354
23 0011_00 23 11 0.9369336
24 0011_00 24 11 0.887018
20 0011_00 20 12 0.80437374
21 0011_00 21 12 0.82330453
22 0011_00 22 12 0.8366337
23 0011_00 23 12 0.9460658
24 0011_00 24 12 0.8874017
20 0011_00 20 13 0.8076923
21 0011_00 21 13 0.8254386
22 0011_00 22 13 0.8406055
23 0011_00 23 13 0.9491244
24 0011_00 24 13 0.8942452
20 0011_00 20 14 0.82206553
21 0011_00 21 14 0.8305442
22 0011_00 22 14 0.84743476
23 0011_00 23 14 0.9495286
24 0011_00 24 14 0.89535075
20 0011_00 20 15 0.83637154
21 0011_00 21 15 0.8263428
22 0011_00 22 15 0.8480613
23 0011_00 23 15 0.953212
24 0011_00 24 15 0.8988267
20 0011_00 20 16 0.8545296
21 0011_00 21 16 0.83956426
22 0011_00 22 16 0.8461191
23 0011_00 23 16 0.954076
24 0011_00 24 16 0.9015721
20 0011_00 20 17 0.8631162
21 0011_00 21 17 0.84204715
22 0011_00 22 17 0.848963
23 0011_00 23 17 0.95223105
24 0011_00 24 17 0.894411
20 0011_00 20 18 0.8554007
21 0011_00 21 18 0.84558094
22 0011_00 22 18 0.8474199
23 0011_00 23 18 0.9558225
24 0011_00 24 18 0.90807945
20 0011_00 20 19 0.85405874
21 0011_00 21 19 0.85215354
22 0011_00 22 19 0.84019697
23 0011_00 23 19 0.9535529
24 0011_00 24 19 0.91202044
20 0011_00 20 20 0.8547268
21 0011_00 21 20 0.8449564
22 0011_00 22 20 0.84028715
23 0011_00 23 20 0.95186967
24 0011_00 24 20 0.9059498
25 0011_00 25 0 0.0
26 0011_00 26 0 0.0
27 0011_00 27 0 0.0
28 0011_00 28 0 0.0
29 0011_00 29 0 0.0
25 0011_00 25 1 0.589711
26 0011_00 26 1 0.09457888
27 0011_00 27 1 0.7407021
28 0011_00 28 1 0.16717006
29 0011_00 29 1 0.46937653
25 0011_00 25 2 0.6735491
26 0011_00 26 2 0.66621256
27 0011_00 27 2 0.75816107
28 0011_00 28 2 0.24177505
29 0011_00 29 2 0.815757
25 0011_00 25 3 0.35552114
26 0011_00 26 3 0.59389037
27 0011_00 27 3 0.5026472
28 0011_00 28 3 0.68884444
29 0011_00 29 3 0.84597343
25 0011_00 25 4 0.45018637
26 0011_00 26 4 0.6994092
27 0011_00 27 4 0.8528524
28 0011_00 28 4 0.6527041
29 0011_00 29 4 0.8400106
25 0011_00 25 5 0.6323245
26 0011_00 26 5 0.5827759
27 0011_00 27 5 0.86108303
28 0011_00 28 5 0.70510584
29 0011_00 29 5 0.8500265
25 0011_00 25 6 0.68590647
26 0011_00 26 6 0.74229246
27 0011_00 27 6 0.8511711
28 0011_00 28 6 0.7066524
29 0011_00 29 6 0.8497312
25 0011_00 25 7 0.7320475
26 0011_00 26 7 0.7575058
27 0011_00 27 7 0.8731879
28 0011_00 28 7 0.7191817
29 0011_00 29 7 0.8557227
25 0011_00 25 8 0.72851735
26 0011_00 26 8 0.7649919
27 0011_00 27 8 0.86946523
28 0011_00 28 8 0.7329803
29 0011_00 29 8 0.84945667
25 0011_00 25 9 0.72798854
26 0011_00 26 9 0.7626263
27 0011_00 27 9 0.88451403
28 0011_00 28 9 0.73300844
29 0011_00 29 9 0.8520805
25 0011_00 25 10 0.72642505
26 0011_00 26 10 0.77361566
27 0011_00 27 10 0.8960403
28 0011_00 28 10 0.7348371
29 0011_00 29 10 0.8505656
25 0011_00 25 11 0.7251967
26 0011_00 26 11 0.73377705
27 0011_00 27 11 0.8948787
28 0011_00 28 11 0.7339735
29 0011_00 29 11 0.85498005
25 0011_00 25 12 0.73956746
26 0011_00 26 12 0.735415
27 0011_00 27 12 0.8959606
28 0011_00 28 12 0.7187582
29 0011_00 29 12 0.85835093
25 0011_00 25 13 0.73894584
26 0011_00 26 13 0.7862728
27 0011_00 27 13 0.9017042
28 0011_00 28 13 0.7043851
29 0011_00 29 13 0.8662806
25 0011_00 25 14 0.7468241
26 0011_00 26 14 0.7615318
27 0011_00 27 14 0.9046159
28 0011_00 28 14 0.7192067
29 0011_00 29 14 0.86463225
25 0011_00 25 15 0.7571341
26 0011_00 26 15 0.7871416
27 0011_00 27 15 0.91293573
28 0011_00 28 15 0.72844607
29 0011_00 29 15 0.8635887
25 0011_00 25 16 0.7746564
26 0011_00 26 16 0.79518074
27 0011_00 27 16 0.91533077
28 0011_00 28 16 0.7386123
29 0011_00 29 16 0.8628527
25 0011_00 25 17 0.77182144
26 0011_00 26 17 0.7891986
27 0011_00 27 17 0.9160731
28 0011_00 28 17 0.7442044
29 0011_00 29 17 0.8659392
25 0011_00 25 18 0.7458901
26 0011_00 26 18 0.79948366
